Star_Name	Colon_Name
KIR3DL2*040	IPD:KIR00348
KIR3DL2*041	IPD:KIR00507
KIR3DL2*042N	IPD:KIR00539
KIR3DL2*04301	IPD:KIR00540
KIR3DL2*04302	IPD:KIR00936
KIR3DL2*044	IPD:KIR00542
KIR3DL2*045	IPD:KIR00545
KIR3DL2*046	IPD:KIR00546
KIR3DL2*047	IPD:KIR00547
KIR3DL2*048	IPD:KIR00548
KIR3DL2*049	IPD:KIR00572
KIR3DL2*050	IPD:KIR00578
KIR3DL2*051	IPD:KIR00580
KIR3DL2*052	IPD:KIR00581
KIR3DL2*053	IPD:KIR00582
KIR3DL2*054	IPD:KIR00583
KIR3DL2*055	IPD:KIR00579
KIR3DL2*056	IPD:KIR00624
KIR3DL2*057	IPD:KIR00599
KIR3DL2*058	IPD:KIR00601
KIR3DL2*059	IPD:KIR00602
KIR3DL2*06001	IPD:KIR00603
KIR3DL2*06002	IPD:KIR00934
KIR3DL2*061	IPD:KIR00604
KIR3DL2*06201	IPD:KIR00615
KIR3DL2*06202	IPD:KIR00666
KIR3DL2*063	IPD:KIR00702
KIR3DL2*064	IPD:KIR00793
KIR3DL2*065	IPD:KIR00794
KIR3DL2*066	IPD:KIR00795
KIR3DL2*067	IPD:KIR00768
KIR3DL2*068	IPD:KIR00769
KIR3DL2*069	IPD:KIR00771
KIR3DL2*070	IPD:KIR00772
KIR3DL2*071	IPD:KIR00773
KIR3DL2*072	IPD:KIR00775
KIR3DL2*073	IPD:KIR00776
KIR3DL2*074	IPD:KIR00777
KIR3DL2*075	IPD:KIR00779
KIR3DL2*076	IPD:KIR00780
KIR3DL2*077	IPD:KIR00781
KIR3DL2*078	IPD:KIR00782
KIR3DL2*07901	IPD:KIR00785
KIR3DL2*07902	IPD:KIR00929
KIR3DL2*080	IPD:KIR00786
KIR3DL2*081	IPD:KIR00787
KIR3DL2*082	IPD:KIR00788
KIR3DL2*083	IPD:KIR00807
KIR3DL2*084	IPD:KIR00825
KIR3DL2*085	IPD:KIR00827
KIR3DL2*086	IPD:KIR00829
KIR3DL2*087	IPD:KIR00831
KIR3DL2*088	IPD:KIR00834
KIR3DL2*089	IPD:KIR00836
KIR3DL2*090	IPD:KIR00838
KIR3DL2*091	IPD:KIR00839
KIR3DL2*092	IPD:KIR00842
KIR3DL2*093	IPD:KIR00843
KIR3DL2*094	IPD:KIR00845
KIR3DL2*095	IPD:KIR00846
KIR3DL2*096	IPD:KIR00848
KIR3DL2*097	IPD:KIR00862
KIR3DL2*098	IPD:KIR00888
KIR3DL2*099	IPD:KIR00908
KIR3DL2*10001	IPD:KIR00910
KIR3DL2*10002	IPD:KIR00938
KIR3DL2*101	IPD:KIR00911
KIR3DL2*102	IPD:KIR00916
KIR3DL2*103	IPD:KIR00924
KIR3DL2*104	IPD:KIR00925
KIR3DL2*105	IPD:KIR00926
KIR3DL2*10601	IPD:KIR00932
KIR3DL2*10701	IPD:KIR00933
KIR3DL2*10801	IPD:KIR00935
KIR3DL2*109	IPD:KIR00939
KIR3DL2*11001	IPD:KIR00962
KIR3DL2*11002	IPD:KIR00963
KIR3DL2*111	IPD:KIR00998
KIR3DL2*112	IPD:KIR00999
KIR3DL3*00101	IPD:KIR00077
KIR3DL3*00102	IPD:KIR00222
KIR3DL3*00103	IPD:KIR00224
KIR3DL3*00104	IPD:KIR00550
KIR3DL3*00201	IPD:KIR00078
KIR3DL3*00202	IPD:KIR00079
KIR3DL3*00203	IPD:KIR00180
KIR3DL3*00204	IPD:KIR00178
KIR3DL3*00205	IPD:KIR00198
KIR3DL3*00206	IPD:KIR00218
KIR3DL3*00207	IPD:KIR00230
KIR3DL3*00208	IPD:KIR00383
KIR3DL3*00209	IPD:KIR00554
KIR3DL3*00210	IPD:KIR00560
KIR3DL3*00211	IPD:KIR00790
KIR3DL3*0030101	IPD:KIR00080
KIR3DL3*0030102	IPD:KIR00303
KIR3DL3*0030103	IPD:KIR00482
KIR3DL3*0030104	IPD:KIR00642
KIR3DL3*00302	IPD:KIR00559
KIR3DL3*00303	IPD:KIR01009
KIR3DL3*00304	IPD:KIR01014
KIR3DL3*00401	IPD:KIR00081
KIR3DL3*0040201	IPD:KIR00138
KIR3DL3*0040202	IPD:KIR00486
KIR3DL3*00403	IPD:KIR01019
KIR3DL3*005	IPD:KIR00139
KIR3DL3*00601	IPD:KIR00140
KIR3DL3*00602	IPD:KIR00191
KIR3DL3*007	IPD:KIR00141
KIR3DL3*00801	IPD:KIR00142
KIR3DL3*00802	IPD:KIR00143
KIR3DL3*0090101	IPD:KIR00175
KIR3DL3*0090102	IPD:KIR00481
KIR3DL3*0090103	IPD:KIR00484
KIR3DL3*00902	IPD:KIR00223
KIR3DL3*00903	IPD:KIR00382
KIR3DL3*00904	IPD:KIR00563
KIR3DL3*00905	IPD:KIR00612
KIR3DL3*00906	IPD:KIR01003
KIR3DL3*01001	IPD:KIR00181
KIR3DL3*01002	IPD:KIR00533
KIR3DL3*01003	IPD:KIR00923
KIR3DL3*01101	IPD:KIR00182
KIR3DL3*01102	IPD:KIR00188
KIR3DL3*01103	IPD:KIR00977
KIR3DL3*01104	IPD:KIR00976
KIR3DL3*01105	IPD:KIR01021
KIR3DL3*012	IPD:KIR00179
KIR3DL3*01301	IPD:KIR00176
KIR3DL3*01302	IPD:KIR00183
KIR3DL3*01303	IPD:KIR00184
KIR3DL3*01304	IPD:KIR00185
KIR3DL3*01305	IPD:KIR00221
KIR3DL3*01306	IPD:KIR00231
KIR3DL3*01307	IPD:KIR00225
KIR3DL3*01308	IPD:KIR00556
KIR3DL3*01309	IPD:KIR00565
KIR3DL3*01401	IPD:KIR00177
KIR3DL3*0140201	IPD:KIR00186
KIR3DL3*0140202	IPD:KIR00485
KIR3DL3*0140203	IPD:KIR00626
KIR3DL3*01403	IPD:KIR00187
KIR3DL3*01404	IPD:KIR00228
KIR3DL3*01405	IPD:KIR00234
KIR3DL3*01406	IPD:KIR00381
KIR3DL3*01407	IPD:KIR00558
KIR3DL3*01408	IPD:KIR00613
KIR3DL3*01409	IPD:KIR01006
KIR3DL3*01410	IPD:KIR01012
KIR3DL3*01411	IPD:KIR01028
KIR3DL3*01412	IPD:KIR01032
KIR3DL3*01501	IPD:KIR00189
KIR3DL3*01502	IPD:KIR00384
KIR3DL3*01601	IPD:KIR00190
KIR3DL3*01602	IPD:KIR00386
KIR3DL3*01701	IPD:KIR00192
KIR3DL3*01702	IPD:KIR01013
KIR3DL3*01801	IPD:KIR00193
KIR3DL3*01802	IPD:KIR00608
KIR3DL3*019	IPD:KIR00194
KIR3DL3*020	IPD:KIR00195
KIR3DL3*02101	IPD:KIR00196
KIR3DL3*02102	IPD:KIR00215
KIR3DL3*022	IPD:KIR00197
KIR3DL3*023	IPD:KIR00216
KIR3DL3*0250101	IPD:KIR00217
KIR3DL3*02502	IPD:KIR00385
KIR3DL3*02601	IPD:KIR00219
KIR3DL3*02602	IPD:KIR00919
KIR3DL3*02701	IPD:KIR00220
KIR3DL3*02702	IPD:KIR00513
KIR3DL3*02703	IPD:KIR00553
KIR3DL3*02704	IPD:KIR01017
KIR3DL3*02705	IPD:KIR01022
KIR3DL3*028	IPD:KIR00226
KIR3DL3*029	IPD:KIR00227
KIR3DL3*030	IPD:KIR00229
KIR3DL3*031	IPD:KIR00235
KIR3DL3*032	IPD:KIR00379
KIR3DL3*033	IPD:KIR00380
KIR3DL3*034	IPD:KIR00387
KIR3DL3*035	IPD:KIR00388
KIR3DL3*036	IPD:KIR00483
KIR3DL3*037	IPD:KIR00514
KIR3DL3*038	IPD:KIR00515
KIR3DL3*039	IPD:KIR00516
KIR3DL3*040	IPD:KIR00517
KIR3DL3*041	IPD:KIR00551
KIR3DL3*042	IPD:KIR00552
KIR3DL3*043	IPD:KIR00555
KIR3DL3*044	IPD:KIR00557
KIR3DL3*045	IPD:KIR00561
KIR3DL3*046	IPD:KIR00562
KIR3DL3*047	IPD:KIR00564
KIR3DL3*04801	IPD:KIR00641
KIR3DL3*04802	IPD:KIR00917
KIR3DL3*04901	IPD:KIR00605
KIR3DL3*04902	IPD:KIR00791
KIR3DL3*050	IPD:KIR00606
KIR3DL3*051	IPD:KIR00607
KIR3DL3*052	IPD:KIR00609
KIR3DL3*053	IPD:KIR00610
KIR3DL3*054	IPD:KIR00611
KIR3DL3*055	IPD:KIR00614
KIR3DL3*056	IPD:KIR00662
KIR3DL3*057	IPD:KIR00669
KIR3DL3*058	IPD:KIR00792
KIR3DL3*059	IPD:KIR00833
KIR3DL3*060	IPD:KIR00835
KIR3DL3*061	IPD:KIR00837
KIR3DL3*062	IPD:KIR00920
KIR3DL3*063	IPD:KIR00918
KIR3DL3*064	IPD:KIR00921
KIR3DL3*065	IPD:KIR00922
KIR3DL3*066	IPD:KIR00940
KIR3DL3*067	IPD:KIR00941
KIR3DL3*068	IPD:KIR00942
KIR3DL3*069	IPD:KIR00943
KIR3DL3*070	IPD:KIR00944
KIR3DL3*071	IPD:KIR00975
KIR3DL3*072	IPD:KIR01000
KIR3DL3*073	IPD:KIR01001
KIR3DL3*074	IPD:KIR01002
KIR3DL3*075	IPD:KIR01004
KIR3DL3*076	IPD:KIR01005
KIR3DL3*077	IPD:KIR01007
KIR3DL3*078	IPD:KIR01008
KIR3DL3*079	IPD:KIR01010
KIR3DL3*080N	IPD:KIR01011
KIR3DL3*081	IPD:KIR01015
KIR3DL3*082	IPD:KIR01016
KIR3DL3*083	IPD:KIR01018
KIR3DL3*084	IPD:KIR01020
KIR3DL3*085	IPD:KIR01023
KIR3DL3*086	IPD:KIR01024
KIR3DL3*087	IPD:KIR01025
KIR3DL3*088	IPD:KIR01026
KIR3DL3*089	IPD:KIR01027
KIR3DL3*090	IPD:KIR01029
KIR3DL3*091	IPD:KIR01030
KIR3DL3*092	IPD:KIR01031
KIR3DL3*093	IPD:KIR01033
KIR3DL3*094	IPD:KIR01034
KIR3DP1*001	IPD:KIR00087
KIR3DP1*002	IPD:KIR00093
KIR3DP1*0030101	IPD:KIR00088
KIR3DP1*0030102	IPD:KIR00467
KIR3DP1*0030201	IPD:KIR00094
KIR3DP1*0030202	IPD:KIR00466
KIR3DP1*0030203	IPD:KIR00468
KIR3DP1*0030204	IPD:KIR00469
KIR3DP1*0030205	IPD:KIR00627
KIR3DP1*0030206	IPD:KIR00643
KIR3DP1*00303	IPD:KIR00470
KIR3DP1*0030401	IPD:KIR00471
KIR3DP1*0030402	IPD:KIR00629
KIR3DP1*004	IPD:KIR00091
KIR3DP1*005	IPD:KIR00268
KIR3DP1*006	IPD:KIR00269
KIR3DP1*007	IPD:KIR00309
KIR3DP1*008	IPD:KIR00472
KIR3DP1*0090101	IPD:KIR00492
KIR3DP1*0090102	IPD:KIR00494
KIR3DP1*0090103	IPD:KIR00495
KIR3DP1*00902	IPD:KIR00493
KIR3DP1*01001	IPD:KIR00628
KIR3DP1*01002	IPD:KIR00864
KIR3DP1*011	IPD:KIR00696
KIR3DP1*012	IPD:KIR00700
KIR3DP1*013	IPD:KIR00698
KIR3DP1*014	IPD:KIR00705
KIR3DP1*015	IPD:KIR00863
KIR3DS1*010	IPD:KIR00082
KIR3DS1*011	IPD:KIR00083
KIR3DS1*012	IPD:KIR00084
KIR3DS1*0130101	IPD:KIR00085
KIR3DS1*0130102	IPD:KIR00489
KIR3DS1*0130103	IPD:KIR00488
KIR3DS1*0130104	IPD:KIR00708
KIR3DS1*0130105	IPD:KIR00709
KIR3DS1*0130106	IPD:KIR00710
KIR3DS1*0130107	IPD:KIR00711
KIR3DS1*0130108	IPD:KIR00713
KIR3DS1*0130109	IPD:KIR00715
KIR3DS1*0130110	IPD:KIR00717
KIR3DS1*0130111	IPD:KIR00719
KIR3DS1*01302	IPD:KIR00164
KIR3DS1*01303	IPD:KIR00667
KIR3DS1*01304	IPD:KIR00853
KIR3DS1*01305	IPD:KIR00887
KIR3DS1*01306	IPD:KIR00891
KIR3DS1*01307	IPD:KIR00896
KIR3DS1*014	IPD:KIR00086
KIR3DS1*045	IPD:KIR00165
KIR3DS1*046	IPD:KIR00166
KIR3DS1*047	IPD:KIR00167
KIR3DS1*048	IPD:KIR00168
KIR3DS1*049N	IPD:KIR00146
KIR3DS1*050	IPD:KIR00236
KIR3DS1*055	IPD:KIR00243
KIR3DS1*058	IPD:KIR00261
KIR3DS1*078	IPD:KIR00751
KIR3DS1*082	IPD:KIR00749
KIR3DS1*083	IPD:KIR00750
KIR3DS1*084	IPD:KIR00752
KIR3DS1*085	IPD:KIR00753
KIR3DS1*104	IPD:KIR00852
KIR3DS1*105	IPD:KIR00856
KIR3DS1*106	IPD:KIR00858
KIR3DS1*107	IPD:KIR00871
KIR3DS1*108	IPD:KIR00874
